RatingID,GameID,Critic,User,Rating
106,151,9.5,6.8,E
107,152,8.9,9.2,M
108,153,8.7,8.8,E10+
109,154,8.9,8.9,T
110,155,7.6,6.1,T
111,156,8,8.9,E10+
112,157,6.7,7.2,E
113,160,9.1,8.6,M
114,161,8.1,7.7,M
115,162,9.2,8,E
116,163,8.4,7.8,E
117,164,8.1,8.7,T
118,165,9.6,8.6,T
119,166,9.7,7.9,M
120,167,9.3,8.3,E
121,170,6.6,7.1,E
122,171,8.5,7.6,M
123,172,9.3,7.9,T
124,174,8.3,7.3,T
125,176,9.4,8.9,T
126,177,8.4,6.7,M
127,178,8.5,6.6,T
128,180,8.1,5.4,M
129,182,9,8.8,M
130,186,8.4,8.1,E
131,187,8.9,8.8,T
132,189,8.5,8.6,E
133,191,9,6.1,E
134,193,8.8,4,M
135,194,6.8,7.6,T
136,197,9.2,8.5,T
137,198,8,6.5,M
138,200,8.4,7.5,M
139,201,9,8,E
140,203,8.9,8,E
141,204,9.1,9,M
142,205,8.6,8,M
143,206,9.2,9.2,T
144,209,8.2,8.2,T
145,210,6.8,7.1,T
146,212,9.3,8.5,M
147,213,8.8,8.1,T
148,214,8.8,8,E
149,219,9.3,8.2,T
150,220,8.1,7.3,M
151,221,9.2,8.7,M
152,222,8.8,9,E
153,223,8,5.4,E
154,224,6.2,7.7,T
155,225,9.4,8.7,T
156,228,9.8,7.7,T
157,229,8.2,8.2,T
158,230,9.1,8.6,T
159,231,7.3,7.6,E
160,232,8.6,8.1,T
161,234,9.6,8.9,E
162,235,8.6,8.4,T
163,236,8.6,8.4,E
164,237,9.1,8.2,E
165,239,9.1,7.9,E
166,240,8.5,7.9,T
167,242,8.4,8.2,E
168,243,8.4,6.4,T
169,244,7.6,7.9,E
170,246,7.7,3.4,M
171,247,9.4,8.9,M
172,248,8.1,8.5,E10+
173,249,7.7,7.9,E10+
174,250,9.7,7.5,T
175,251,8.6,8.9,E
176,252,9.4,8.7,M
177,254,8.2,9.1,T
178,255,5.6,8.3,E10+
179,257,8.6,8.1,M
180,259,8.7,9,E10+
181,261,9.3,9,E
182,266,8.9,6.5,M
183,267,7.9,7.3,E
184,268,9.1,8.9,T
185,269,9.1,9.3,M
186,270,8,7.5,M
187,271,8.8,6.2,M
188,272,8.4,4.2,E
189,273,8.5,8.7,E10+
190,275,8,7.8,E
191,276,8,7.5,E
192,277,8,7.1,E
193,278,8,7.2,M
194,281,9.4,7.3,T
195,284,9.5,7.7,E
196,285,9.6,9.1,M
197,289,9.1,7.9,T
198,290,8.8,8.4,M
199,291,9.3,8.9,M
200,293,8.4,8.1,M
201,294,9,8.3,E
202,295,5.6,6,E
203,296,8,6.3,M
204,298,8.5,8.5,T
205,299,8.5,7.7,M
206,303,8.9,8.6,M
207,304,9.2,9.2,M
208,305,7,4.9,M
209,306,8.7,7.6,M
210,307,9.3,8,E10+
211,308,9,8,M
212,309,8.4,8.8,E10+
213,311,8.1,8.7,E
214,312,9,8.7,T
215,313,8.6,8.7,T
216,314,9.4,8.1,M
217,315,8.7,6.7,E10+
218,316,8.8,8.6,T
219,318,8.4,7.4,T
220,320,9.1,9.1,E
221,321,7.6,7.9,E10+
222,324,7.8,3.7,M
223,325,5.9,4,E
224,326,8,7,M
225,327,6.8,6.9,E
226,330,7.7,7.5,E10+
227,331,7.9,8,T
228,333,6.4,7.5,E
229,336,8.5,7.9,E
230,337,9.1,8.8,E
231,338,8.8,8.1,M
232,339,8.1,7.6,E
233,342,9.4,8.5,T
234,344,6.7,7.3,E
235,345,7.4,8.4,E10+
236,347,8.2,7.9,M
237,348,9,8.7,E
238,350,8.2,7.9,E
239,351,9.6,8.9,M
240,352,8.6,7.6,T
241,353,9.1,7.6,E
242,354,8.2,8.7,T
243,356,6.4,7.7,T
244,357,7.8,8.5,E
245,358,8.5,6.9,M
246,359,8.4,9,T
247,361,7,8,E
248,364,7.8,7.8,M
249,365,7.2,6.8,M
250,367,7.2,7.9,T
251,370,8.8,7.5,E
252,372,8.9,7.9,M
253,374,7.2,4.1,M
254,376,8.3,7.5,M
255,377,8.9,8.3,M
256,379,8,5.8,M
257,380,9.2,8.7,T
258,381,7.9,5.6,M
259,382,8.8,8.6,M
260,384,7.1,8.8,E10+
261,385,8.3,8.4,E
262,387,8.4,8.2,M
263,388,7.9,8.3,T
264,390,7,8,T
265,391,9.3,8.2,M
266,392,8,8.9,T
267,394,8.8,6.7,E
268,395,9.1,8.4,E
269,396,6.8,8.2,E
270,397,7.6,6.8,M
271,398,7.6,7.9,E10+
272,399,7.5,5.5,T
273,402,9,8.5,M
274,405,7.7,8.5,T
275,408,6,7.2,T
276,409,8.7,7.8,E10+
277,410,8,8.5,M
278,411,8.6,7.9,M
279,412,8.5,8.7,T
280,414,8.2,7.5,M
281,415,7.7,8,M
282,416,8.6,9.2,E10+
283,418,8.4,4.4,E
284,419,6.3,4.6,E
285,421,8.3,5.9,E
286,422,8.1,7.7,E
287,423,8.5,7.2,M
288,425,8.8,8.7,E
289,430,9.1,8.6,M
290,431,6.2,8.1,T
291,432,8.3,8,T
292,433,8.2,7.6,T
293,434,8.9,7.7,M
294,435,8.9,9.1,E
295,436,8.7,8.9,E
296,437,8.3,6.5,E
297,439,8.7,9,E
298,440,7.3,6.8,E
299,443,8.2,8.5,E
300,445,8.3,9,E
301,446,8.2,7.8,M
302,447,8.1,7.8,E
303,448,9.3,8,M
304,449,9.1,8.9,E
305,450,7.4,5.4,M
306,451,9.6,8.9,M
307,452,6.7,7.9,T
308,453,9.4,7.9,E
309,456,7.5,7.8,T
310,458,6.6,6.9,E
311,459,7,3.9,T
312,460,8.9,8.2,M
313,461,7.2,8,E10+
314,462,7.5,7.4,E10+
315,463,9.3,5.8,M
316,464,8.7,7.7,M
317,466,8.1,8.1,M
318,467,9.3,8.5,T
319,470,8.7,6.3,E
320,471,9.1,8.1,M
321,472,9.1,8.6,M
322,473,7.3,7,E
323,474,8.8,7.2,E
324,475,7.3,9.2,T
325,478,8.2,6.6,T
326,479,9.3,9.1,E
327,480,9.4,8.5,M
328,481,8.5,5.9,T
329,482,8.4,8.1,M
330,483,6.4,7.8,E
331,484,8.5,7.8,M
332,485,8.6,6.4,M
333,486,8.8,8.5,M
334,488,8.7,9,M
335,490,7.9,7.8,E
336,491,9.3,7.3,T
337,492,8.5,8.3,T
338,493,7.6,8.8,E
339,494,7.8,4.3,M
340,497,9.1,8.7,M
341,498,7.3,8.6,E
342,499,9.3,9,E
343,500,6.7,6.8,E10+
344,501,8.5,8.9,E
345,502,6.1,5.3,E
346,503,7.6,7.7,T
347,504,8.3,7.4,E10+
348,508,8.1,5.8,E
349,509,8.7,8.7,T
350,510,8.3,7.8,M
351,514,8.4,8.4,M
352,515,8.5,6.1,E
353,517,9.6,8.9,M
354,518,9.7,9.3,T
355,519,9,8.2,M
356,523,7.5,7.5,M
357,530,8,7.9,T
358,534,8.9,8.6,E
359,535,8.7,8.2,T
360,537,8.9,7.2,E10+
361,538,8.1,5.6,E10+
362,539,8.9,7.5,M
363,540,8.3,7.7,M
364,541,8.3,7.7,T
365,542,8.4,7.9,M
366,543,7.3,6.7,T
367,545,8.1,7.4,E
368,546,8.4,7.6,M
369,549,7.9,7.4,T
370,552,6.9,6.6,E
371,554,9.5,9.1,E
372,555,8.6,8.2,M
373,557,8.9,7.8,M
374,558,8.2,6.5,T
375,559,7.8,5.9,E
376,560,8.4,9,E10+
377,561,7.3,6.8,M
378,562,8.4,5.7,E
379,563,9.3,9.1,T
380,566,7.9,7.7,E
381,567,8.3,8.7,E10+
382,568,7.7,8.2,T
383,569,9.2,8.6,T
384,570,8.5,8.5,M
385,571,8.5,6.3,T
386,572,8.4,5.5,E
387,574,8.9,7.7,T
388,576,8.4,6.9,E
389,578,7.1,7.9,T
390,579,7.9,6.6,T
391,580,7.8,7.8,T
392,581,8,8,T
393,582,9,8.2,E
394,583,8.2,7.2,T
395,584,9,7.7,E
396,586,9,7.5,E
397,587,7.4,6.7,M
398,588,7.1,7.6,E
399,590,9.1,8.7,M
400,591,8.4,8.1,E
401,592,7.9,8,E10+
402,593,8.7,7.5,E
403,594,7.3,7.7,E
404,595,8,8.6,T
405,596,8,7.4,E10+
406,598,7.8,7.8,E
407,599,7.2,8.7,T
408,602,7.3,8.3,E
409,605,8.3,5.5,E
410,606,8.6,7.9,M
411,607,7.3,8,E
412,608,8.7,7.8,E10+
413,609,8.3,7,E
414,611,8,7.9,T
415,612,7.5,8,E
416,613,8.7,4.9,E
417,615,7.8,7,E10+
418,617,5,5.4,E
419,620,8.2,7.5,T
420,622,7.9,8.8,M
421,623,2.5,4.3,E
422,624,9.2,8.6,M
423,626,7,7.4,E
424,627,8.5,7.7,E
425,629,9,8,E
426,630,8.2,7.7,M
427,631,8.7,6.1,M
428,632,8.3,7,E
429,634,8.3,8.2,T
430,635,8.2,8.2,T
431,637,8.1,8.4,T
432,639,7.9,8,E10+
433,641,7.8,3.1,M
434,642,8.4,6.1,E
435,645,8.2,7.8,M
436,648,7.3,7.9,E10+
437,649,6.6,8.2,T
438,650,7.7,6.8,E
439,651,8.2,8.4,E
440,653,6.2,6.2,E10+
441,654,8.2,8.1,M
442,661,9.1,8.7,T
443,662,8.3,6.1,E
444,665,7.1,6.9,M
445,666,9.6,9.1,M
446,667,6.2,7.6,T
447,668,8.5,6.4,E
448,669,8.3,8.8,T
449,670,4.2,5.5,E
450,671,8.5,6.8,E
451,673,8.1,8.5,T
452,676,7.3,2.9,E10+
453,677,7.1,7.2,T
454,678,8.9,9,E10+
455,680,8.4,8.4,M
456,681,8.6,6.2,E10+
457,682,6.6,6.5,E
458,686,8.4,9.1,T
459,687,8.6,8.5,E
460,689,9,7.9,T
461,691,7.5,5.6,E
462,693,7.6,7.7,T
463,696,8,6.7,E10+
464,697,7.7,8.7,E
465,698,7.8,6.7,E
466,700,8.2,6.9,E
467,701,7.2,7.2,E10+
468,702,7.6,7.1,T
469,703,6.8,8.2,E
470,705,7.1,6.6,M
471,706,8.1,8.9,E
472,707,8.8,8.9,E
473,708,8,8.6,E10+
474,709,7.6,6.3,M
475,710,8.7,8.2,M
476,711,8.4,9,M
477,713,8.7,9.4,E
478,714,7.9,5.5,E
479,715,8,7.5,M
480,716,8.3,7.8,T
481,717,8.7,8.1,E
482,718,7.4,5.7,E
483,721,7.7,7.9,E
484,723,7.4,8,E
485,724,7.9,8,T
486,725,8,5.6,E
487,728,9.1,8.2,M
488,729,9.2,8.8,T
489,730,8.4,8.6,T
490,731,8,7.6,E10+
491,734,7.3,7.3,M
492,735,7.1,6.6,T
493,738,9.2,8.1,T
494,739,7.9,5.9,E
495,740,9.2,8.3,T
496,743,8.8,7,E10+
497,744,8,7.9,E
498,745,8.8,8.2,M
499,747,9.4,9.2,T
500,750,8.1,6.1,E
501,751,8,6.6,E
502,752,8.1,7.5,M
503,754,8.2,8.9,E
504,755,8.2,5.4,E
505,759,8,6.9,M
506,760,8.2,6.3,T
507,761,7.4,7.9,T
508,762,7.9,7.6,E10+
509,763,6.6,7.3,E10+
510,765,6.9,7.6,E
511,768,9,6.1,T
512,769,8.3,7.5,M
513,775,6.4,7.5,T
514,776,7.7,9,E
515,777,8.7,7.8,E
516,778,6.2,5.2,E
517,779,8.5,8.2,E
518,781,9,6.7,E
519,783,8.9,8.5,E
520,785,7.8,9.3,T
521,786,8.4,4.9,E
522,787,8.1,8.9,M
523,788,8.4,8.7,E
524,791,7.3,5,M
525,792,8.6,8.3,M
526,793,8.3,7.9,M
527,794,8.4,9,M
528,796,8.9,8.1,E
529,798,7.4,7.9,M
530,800,8.5,7.6,M
531,801,9,5.6,T
532,802,4.4,6.2,E
533,803,7.7,7.1,E10+
534,805,6.9,8.2,E
535,809,9.5,8.5,E10+
536,810,6.4,7.1,E
537,811,7.2,7.8,E10+
538,813,4.9,5.2,E
539,814,7.3,7.1,E10+
540,815,7.1,6.1,E
541,817,8.3,7.9,T
542,818,8.9,8.9,T
543,824,8.2,8.6,E10+
544,826,9.2,8.8,T
545,827,7.2,7.1,E10+
546,828,7.5,8.8,E
547,831,5.9,5.9,T
548,834,7.2,9,T
549,835,8.2,8.2,T
550,836,7.3,6,E10+
551,837,7.8,8.9,E
552,838,8.6,8.2,T
553,841,4.8,3.3,E
554,842,8.6,7.7,E
555,843,8.9,8.1,T
556,844,7.3,7.7,E10+
557,845,6.2,8.1,E
558,846,8.9,8.7,M
559,847,7,7.7,E10+
560,848,8.1,6.6,M
561,849,9.2,9.1,T
562,850,6.4,6.4,T
563,852,8.9,7.4,M
564,854,8.8,8.8,M
565,855,7.6,7.1,T
566,856,7.1,5.7,E10+
567,857,8.7,8.8,M
568,859,7.6,7.9,E
569,860,7.5,7.8,E10+
570,861,8,7.6,T
571,864,8,6.2,E10+
572,865,5.6,4.1,E
573,866,6.8,6.6,M
574,868,8.1,8.7,E10+
575,872,8.5,8.4,T
576,873,8.8,8.3,M
577,874,6.9,7.7,E
578,875,6.7,5,M
580,878,9,8.8,E
581,879,8,8.9,T
582,880,7.1,8.1,E
583,881,8.7,7.7,E10+
584,885,7.8,6.4,T
585,886,8.7,8,E
586,887,7.7,8.9,T
587,888,8.3,7.6,M
588,890,6.3,8.3,M
589,891,9.3,8.5,M
590,892,7.9,8.5,T
591,895,7.2,7.5,T
592,896,8.6,6,T
593,900,8.8,8,M
594,901,8,8.6,T
595,902,5.7,6.3,E
596,903,8,9.2,E
597,904,9.2,7.4,E
598,905,8.4,7.5,T
599,906,8.3,6.5,E
600,908,8.6,6.4,M
601,909,7.9,7.1,E
602,910,9,8.6,T
603,912,6.9,7.8,E
604,914,7,7.8,E
605,915,8.5,4.4,E
606,916,7.4,7.5,T
607,917,2.9,4.6,E
608,919,8.1,8.5,M
609,922,8.8,6.7,E
610,923,4.9,6.6,E
611,926,8.2,7.7,T
612,928,7.6,4.1,E
613,929,7.8,9.1,T
614,932,8.6,6.7,E
615,933,7.1,8.5,E
616,935,7.4,8.4,T
617,937,7.1,7.9,T
618,938,7,7.4,E
619,939,7.3,6.5,M
620,940,9.4,8.1,T
621,941,8.4,8.6,T
622,942,7.6,7.9,E
623,944,8.7,7.8,M
624,946,8.2,7.9,E10+
625,947,8,4.5,E
626,948,8.7,8.5,E
627,950,6.7,8.3,E10+
628,953,8,8.8,E
629,956,7,7.5,E
630,959,8.3,8.4,T
631,960,8.2,4.8,T
632,962,7.2,6,E
633,963,8.5,7.9,T
634,964,8.9,8.9,M
635,965,9.6,8.9,M
636,966,8.2,8.2,E
637,968,9.4,8,T
638,969,6.8,5.1,M
639,970,8.8,9,E
640,972,8.3,8.3,E
641,973,8,6,E
642,975,8.9,7.6,E
643,976,8.7,7.9,E
644,977,7.5,7.3,M
645,978,9,8.9,T
646,982,8.5,8.5,T
647,984,5.7,7.6,M
648,985,4.7,6.6,M
649,988,8.7,8.6,T
650,989,7.5,7.4,E10+
651,990,7.6,7.7,E10+
652,994,8.4,8.1,T
653,995,7.5,9,E
654,996,9.1,9.3,E
655,999,8.3,8.9,M
656,1000,8.4,6.1,M
657,1001,7.1,5.7,M
658,1003,7,8.2,T
659,1004,8.4,8,T
660,1006,8,9.1,T
661,1008,8.2,4.9,E
662,1009,8.3,8,M
663,1014,8.1,7.1,E
664,1015,8.3,8,M
665,1016,6.5,6.8,E
666,1017,5.5,6.2,E10+
667,1021,8.3,8.7,T
668,1023,5.5,3.5,T
669,1024,7.8,8.3,M
670,1027,6.3,6.6,M
671,1028,9.2,8.9,E
672,1029,5.4,6.5,E10+
673,1032,7.8,8.1,T
674,1033,7.8,7.9,E
675,1034,7.9,7.1,M
676,1036,6.1,5.4,T
677,1038,8.2,6.3,E
678,1039,9.1,7.6,E
679,1040,8,7.7,T
680,1041,7.8,2.5,M
681,1042,8.8,7.9,M
682,1044,8.9,8.9,T
683,1045,8.4,9.1,T
684,1046,8.3,8.7,E
685,1051,2,1.9,E
686,1053,9.5,8.4,E10+
687,1055,8.7,8.6,E
688,1056,7.4,5.3,T
689,1057,7.1,4.5,T
690,1060,8.2,8.8,M
691,1061,9.4,8.5,M
692,1066,6.4,7.1,E
693,1067,5.3,6.9,E
694,1069,9.6,9.4,M
695,1072,6.4,5.9,T
696,1075,7.8,8.5,E
697,1076,8.2,7.9,M
698,1079,9,7.9,E10+
699,1081,7.9,8.2,T
700,1082,9.2,9.1,E
701,1083,6.7,8.5,E
702,1084,7.3,7.9,T
703,1085,9.3,9.1,E
704,1086,9,6.8,E
705,1087,8.3,8.9,T
706,1089,8.7,8.3,E
707,1092,8.7,7.9,M
708,1093,8.4,7.8,T
709,1094,9.4,8.8,E
710,1095,8.3,7.9,T
711,1096,8.6,7.9,T
712,1097,7.1,9,E
713,1098,7.9,8.2,M
714,1099,4.4,8,E
715,1101,9.3,8.3,E
716,1102,7.8,8.7,E10+
717,1103,8.3,9.2,E
718,1104,8.1,6.5,M
719,1105,8.3,8.3,E
720,1106,7.9,7.2,E10+
721,1107,7.2,8.4,T
722,1108,8.9,8.8,M
723,1110,7.7,8.5,E10+
724,1111,7.1,7.9,E
725,1113,5.6,6.7,T
726,1114,7.7,6.3,E10+
727,1115,7.9,8.3,T
728,1117,6.8,7.2,E
729,1119,7.2,7.6,M
730,1123,8.8,8.9,E
731,1125,8.3,8.5,M
732,1126,8.2,7.5,M
733,1127,9.2,9.1,E
734,1128,7,8.1,M
735,1129,8.9,8.7,E
736,1130,8.9,8.8,E
737,1133,9,8.8,E
738,1134,8.8,8.8,E
739,1135,8.6,7.8,M
740,1136,8.4,8,E
741,1138,7.4,3.1,E
742,1139,6.1,7.9,E
743,1140,8.3,7.7,E10+
744,1144,8,7.9,E10+
745,1145,7.7,8.7,E
746,1148,7.6,8.7,E
747,1150,8.1,6.7,M
748,1151,6.9,8,E
749,1156,8.1,8,M
750,1157,8.6,9.2,M
751,1158,7.2,7.8,E
752,1160,8.3,7.5,E
753,1161,9.4,8.7,M
754,1162,8.5,6.7,M
755,1163,9.6,9.2,T
756,1166,7.4,6.1,E
757,1168,5.3,6.7,E
758,1169,7.5,8.2,E10+
759,1170,6.9,6.8,E10+
760,1171,8.5,7.9,T
761,1173,7.6,8.2,E
762,1174,7.6,7.6,E
763,1175,6.6,6.5,E
764,1176,8.4,8.2,M
765,1177,7.8,6.8,M
766,1179,9,8.7,E
767,1180,7.9,5.4,M
768,1181,7.8,5.8,M
769,1182,7.2,8,E10+
770,1184,8,6.4,E
771,1185,5.5,8.6,T
772,1186,6.4,7.9,E
773,1187,8.4,8.5,E10+
774,1189,7.9,6.8,T
775,1190,8.4,8.1,T
776,1191,8.3,8.5,T
777,1192,3.8,5.7,E
778,1197,5.4,9,E
779,1201,7.3,7,E10+
780,1202,7.1,5.7,T
781,1203,8.6,8.5,M
782,1204,7.9,8,E10+
783,1206,7.4,8.7,E
784,1207,8.9,6.9,T
785,1209,7.9,8.1,M
786,1210,7.4,7.8,M
787,1212,8.8,8.2,M
788,1213,8,8.2,T
789,1214,8.8,9,T
790,1215,6.9,8.1,E
791,1216,9,8,T
792,1218,8.7,8.6,E
793,1220,8,7.4,T
794,1221,6.4,7.8,E10+
795,1222,8.2,6.7,E
796,1225,8.9,7.9,M
797,1226,8.1,8,E
798,1228,7.4,4.2,M
799,1229,7.5,7.6,M
800,1231,3.8,5,T
801,1232,8.3,8.9,E
802,1239,8.8,7.6,T
803,1240,8.7,8.5,E
804,1241,7.3,7.8,E
805,1243,7.6,8.1,E
806,1244,9,8.6,M
807,1250,6.8,8.2,T
808,1252,6.9,7.3,T
809,1253,8.4,8,E
810,1254,8.5,8.6,E10+
811,1255,9.3,9.1,T
812,1256,8,6.9,T
813,1257,7.6,8.9,E
814,1259,8.4,8.3,M
815,1260,9.1,7.7,E
816,1265,6.3,6.8,T
817,1267,9.1,7.9,T
818,1268,8,8.1,T
819,1269,8.1,6.9,T
820,1270,6.7,7,E
821,1271,7.9,6.9,M
822,1274,7.5,7.7,M
823,1275,8.5,6.6,M
824,1277,5.7,6.9,T
825,1281,6,7.8,E
826,1283,8.3,7.8,M
827,1284,6.8,5.5,E
828,1286,6.5,7.1,T
829,1287,8.2,7.4,E
830,1288,8.5,9,T
831,1289,7.5,7.8,E10+
832,1290,9.3,8.6,T
833,1295,3.3,4.8,M
834,1296,7.9,7.2,M
835,1297,8.6,8.8,T
836,1298,8.4,8.4,T
837,1300,8.1,8.2,E10+
838,1304,8.7,7.9,E
839,1305,8.5,7.9,T
840,1309,7.6,8.6,E
841,1312,8.3,7.7,T
842,1313,7,6,M
843,1314,8.5,8.6,M
844,1316,7.3,7.8,M
845,1317,7.1,8.3,M
846,1323,9.4,8.5,M
847,1324,5.9,6.9,E
848,1326,8.5,6.5,E
849,1328,7.3,7.5,E10+
850,1331,7.4,6.5,E10+
851,1332,7.1,6.8,E
852,1333,8.8,8.2,E
853,1334,9.1,8.6,E
854,1335,6.1,5.7,T
855,1336,7.7,7.9,E
856,1337,7.1,6.8,T
857,1338,5.2,5,E
858,1339,6.5,7.6,E
859,1343,8.4,8.6,E
860,1345,8.3,7,T
861,1346,6.3,7.5,E
862,1347,6.4,7.8,E
863,1348,9.4,8.7,M
864,1349,9.3,5.5,M
865,1350,5.9,7.8,T
866,1352,6.4,2.2,E10+
867,1353,8.9,9,E
868,1354,8,8.9,E
869,1357,8.9,8.4,M
870,1358,8.1,8.7,E
871,1359,8,7.9,M
872,1361,7.6,7.9,E
873,1362,7.7,7.3,E
874,1363,8.5,7.2,T
875,1365,5.5,6,M
876,1367,7.9,8.5,E10+
877,1372,8.7,6.6,M
878,1373,9.1,8.4,M
879,1374,8.7,8.4,E
880,1375,8.7,8.1,T
881,1376,7.9,7.5,E
882,1377,8.3,8.6,E10+
883,1378,8.9,8.7,M
884,1381,7.2,6.1,E10+
885,1382,8.8,8.2,E
886,1383,7.9,8.4,E
887,1386,8.6,7.7,E
888,1387,8.6,8.2,E10+
889,1388,8.8,8,E
890,1392,6.9,8.8,T
891,1394,8.1,7.9,T
892,1395,8.5,6.4,M
893,1396,6.4,6.1,E
894,1398,7.7,7.8,M
895,1401,6,6.1,M
896,1402,8.6,7.3,M
897,1404,8.6,8,M
898,1406,7.7,8.3,E
899,1407,8.1,8.1,T
900,1408,6,6.7,E
901,1409,7.7,8.4,E10+
902,1410,8.9,8.3,M
903,1412,8.1,6.1,E10+
904,1413,8,5.8,M
905,1414,8.9,8.2,M
906,1415,8.6,8.6,T
907,1417,6.5,6.9,T
908,1418,8,6.7,M
909,1419,7.8,7.1,E
910,1420,8,8.9,T
911,1421,6.8,6,T
912,1422,7.5,7.8,E
913,1423,8.3,5.9,M
914,1428,7.3,8.9,M
915,1429,7.6,8.1,T
916,1431,6.3,6.3,E
917,1433,6,9.3,E
918,1434,8.8,6.9,E10+
919,1435,8.7,8,M
920,1436,8.2,8,T
921,1437,7.3,8.7,T
922,1438,8.1,6,M
923,1440,8.4,6.2,M
924,1443,7.9,7.4,E
925,1444,8.4,8.9,E
926,1446,8.2,7.9,E
927,1447,7.3,7.4,T
928,1448,8.4,8,M
929,1449,8.1,7.9,M
930,1450,7.9,6.5,T
931,1451,8.4,7.5,M
932,1452,9.2,8.9,E10+
933,1453,8.4,7.3,T
934,1455,8.8,7.4,M
935,1456,7.4,6.9,M
936,1457,8.4,7.8,E
937,1458,7.1,8.6,T
938,1459,8,8.3,E10+
939,1460,7.4,8.4,E10+
940,1461,7.9,7.1,T
941,1464,7.3,8.2,M
942,1465,8.4,8.1,T
943,1466,9,8.6,E
944,1469,8.3,8.1,T
945,1475,9.2,8.8,T
946,1477,5.7,6.5,E
947,1478,7.4,7.3,T
948,1479,8.3,5.7,E10+
949,1480,9.3,8.3,M
950,1481,8.4,6.7,T
951,1482,9.1,7.5,T
952,1485,9.3,7.4,E
953,1486,7,7.2,M
954,1490,7.3,7.5,E
955,1491,7.4,8.5,E
956,1497,8.1,6.2,M
957,1498,7.9,8,E10+
958,1499,6.9,7.4,E10+
959,1500,9.1,9.2,M
960,1503,6.1,7.3,M
961,1504,7.8,7.8,M
962,1505,9.4,7.2,T
963,1506,8.9,8.6,T
964,1509,6.3,6,E
965,1510,7.8,8.5,E
966,1511,8,6.6,E10+
967,1512,7.8,8.3,T
968,1515,8,7,T
969,1516,7.8,6.1,M
970,1519,6.8,8.2,E
971,1520,7.5,7.7,E10+
972,1524,8.5,7.2,M
973,1525,4.9,6.2,E
974,1527,6.7,5.9,E
975,1528,5.6,5,E
976,1529,7.5,8.6,T
977,1530,7.4,7.8,M
978,1531,8.4,5.4,M
979,1532,7.9,7.9,E
980,1533,7.2,7.5,M
981,1534,6.6,7.6,E
982,1537,7.7,8.4,M
983,1538,8.5,8.4,T
984,1544,7.6,8.3,M
985,1545,6.7,7.3,E10+
986,1546,8.9,8.9,M
987,1547,9.3,9.4,T
988,1548,7.3,7.2,T
